Formula,Name,M+2H,M-H,Exact Mass,M+H,M+Na,2M-H,2M+H,2M+Na,,,,,,,,,,
C37H61N11O15,Muraymycin D3; AA-896-D3,4850.52262,9698.0234,9699.0307,9700.0380,9722.0297,19397.0541,19399.0687,19421.0604,,,,,,,1000000,1000000,1000000,1000000
C50H77NO13,Proline-rapamycin; Prolylrapamycin; CJ-1,4851.02262,9699.0234,9700.0307,9701.0380,9723.0297,19399.0541,19401.0687,19423.0604,,,,,,,1000000,1000000,1000000,1000000
C50H77NO13,CJ-12263; 16-O-Demethylrapamycin; 7-O-De,4851.52262,9700.0234,9701.0307,9702.0380,9724.0297,19401.0541,19403.0687,19425.0604,,,,,,,1000000,1000000,1000000,1000000
C50H77NO13,CJ-12265; 27-O-Demethylrapamycin,4852.02262,9701.0234,9702.0307,9703.0380,9725.0297,19403.0541,19405.0687,19427.0604,,,,,,,1000000,1000000,1000000,1000000
C50H77NO13,39-O-Demethylrapamycin; CJ-12434,4852.52262,9702.0234,9703.0307,9704.0380,9726.0297,19405.0541,19407.0687,19429.0604,,,,,,,1000000,1000000,1000000,1000000
C51H81NO12,9-Deoxyrapamycin; CJ-12573,4853.02262,9703.0234,9704.0307,9705.0380,9727.0297,19407.0541,19409.0687,19431.0604,,,,,,,1000000,1000000,1000000,1000000
C49H81N5O10,Mycobactin (19),4853.52262,9704.0234,9705.0307,9706.0380,9728.0297,19409.0541,19411.0687,19433.0604,,,,,,,1000000,1000000,1000000,1000000
C43H64N8O13,YM-47142,4854.02262,9705.0234,9706.0307,9707.0380,9729.0297,19411.0541,19413.0687,19435.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O16,BL-580d; LL-BL-580d; 2-Demethylseptamyci,4854.52262,9706.0234,9707.0307,9708.0380,9730.0297,19413.0541,19415.0687,19437.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O16,Cytovaricin; H 230,4855.02262,9707.0234,9708.0307,9709.0380,9731.0297,19415.0541,19417.0687,19439.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O16,Octacidomycin,4855.52262,9708.0234,9709.0307,9710.0380,9732.0297,19417.0541,19419.0687,19441.0604,,,,,,,1000000,1000000,1000000,1000000
C47H98O11P2,Phosphatidyl glycerophosphate methyl est,4856.02262,9709.0234,9710.0307,9711.0380,9733.0297,19419.0541,19421.0687,19443.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO17,CP 56063,4856.52262,9710.0234,9711.0307,9712.0380,9734.0297,19421.0541,19423.0687,19445.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO17,"Tylosin C; Macrocin; 3""-O-Demethyltylosi",4857.02262,9711.0234,9712.0307,9713.0380,9735.0297,19423.0541,19425.0687,19447.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO17,2'''-O-Demethyltylosin,4857.52262,9712.0234,9713.0307,9714.0380,9736.0297,19425.0541,19427.0687,19449.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO17,SF-2757,4858.02262,9713.0234,9714.0307,9715.0380,9737.0297,19427.0541,19429.0687,19451.0604,,,,,,,1000000,1000000,1000000,1000000
C42H75N7O14,Amphibactin G,4858.52262,9714.0234,9715.0307,9716.0380,9738.0297,19429.0541,19431.0687,19453.0604,,,,,,,1000000,1000000,1000000,1000000
C46H79NO16,18-Deoxy-18-dihydroangolamycin,4859.02262,9715.0234,9716.0307,9717.0380,9739.0297,19431.0541,19433.0687,19455.0604,,,,,,,1000000,1000000,1000000,1000000
C46H57Cl3N2O10,BE-45722 C,4859.52262,9716.0234,9717.0307,9718.0380,9740.0297,19433.0541,19435.0687,19457.0604,,,,,,,1000000,1000000,1000000,1000000
C44H70N8O12,Actinomycin Y,4860.02262,9717.0234,9718.0307,9719.0380,9741.0297,19435.0541,19437.0687,19459.0604,,,,,,,1000000,1000000,1000000,1000000
C46H78O17,X 14868C; Maduramicin beta; LL-C23024B,4860.52262,9718.0234,9719.0307,9720.0380,9742.0297,19437.0541,19439.0687,19461.0604,,,,,,,1000000,1000000,1000000,1000000
C45H74N8O11,Actinomycin-F5,4861.02262,9719.0234,9720.0307,9721.0380,9743.0297,19439.0541,19441.0687,19463.0604,,,,,,,1000000,1000000,1000000,1000000
C45H74N8O11,Actinomycin-X4,4861.52262,9720.0234,9721.0307,9722.0380,9744.0297,19441.0541,19443.0687,19465.0604,,,,,,,1000000,1000000,1000000,1000000
C40H78N12O9S,Fungicin-M4,4862.02262,9721.0234,9722.0307,9723.0380,9745.0297,19443.0541,19445.0687,19467.0604,,,,,,,1000000,1000000,1000000,1000000
C49H90O14,Glucolipsin-B,4862.52262,9722.0234,9723.0307,9724.0380,9746.0297,19445.0541,19447.0687,19469.0604,,,,,,,1000000,1000000,1000000,1000000
C59H114O5,Dicarboxymycolic-dimethylester B; 2-Eico,4863.02262,9723.0234,9724.0307,9725.0380,9747.0297,19447.0541,19449.0687,19471.0604,,,,,,,1000000,1000000,1000000,1000000
C47H85NO15,"1,2-Diacyl-3-O-[a-2-amino-2-deoxy-glucop",4863.52262,9724.0234,9725.0307,9726.0380,9748.0297,19449.0541,19451.0687,19473.0604,,,,,,,1000000,1000000,1000000,1000000
C39H89N11O12,Saltavalin,4864.02262,9725.0234,9726.0307,9727.0380,9749.0297,19451.0541,19453.0687,19475.0604,,,,,,,1000000,1000000,1000000,1000000
C46H30FeN3O14+3,WK-5344B,4864.52262,9726.0234,9727.0307,9728.0380,9750.0297,19453.0541,19455.0687,19477.0604,,,,,,,1000000,1000000,1000000,1000000
C47H68O17,Bryostatin 1; NSC 339555,4865.02262,9727.0234,9728.0307,9729.0380,9751.0297,19455.0541,19457.0687,19479.0604,,,,,,,1000000,1000000,1000000,1000000
C55H68MgN4O6,Bacteriochlorophyll agg,4865.52262,9728.0234,9729.0307,9730.0380,9752.0297,19457.0541,19459.0687,19481.0604,,,,,,,1000000,1000000,1000000,1000000
C49H76O15,Avermectin A2a; C 076A2a,4866.02262,9729.0234,9730.0307,9731.0380,9753.0297,19459.0541,19461.0687,19483.0604,,,,,,,1000000,1000000,1000000,1000000
C37H72N14O12,Streptothricin C acid,4866.52262,9730.0234,9731.0307,9732.0380,9754.0297,19461.0541,19463.0687,19485.0604,,,,,,,1000000,1000000,1000000,1000000
C33H44N7O21P,Thermopterin,4867.02262,9731.0234,9732.0307,9733.0380,9755.0297,19463.0541,19465.0687,19487.0604,,,,,,,1000000,1000000,1000000,1000000
C33H59N7O22,6'''-O-a-D-Mannopyranosylmannosido-strep,4867.52262,9732.0234,9733.0307,9734.0380,9756.0297,19465.0541,19467.0687,19489.0604,,,,,,,1000000,1000000,1000000,1000000
C41H67N11O12,Kurstakin 4,4868.02262,9733.0234,9734.0307,9735.0380,9757.0297,19467.0541,19469.0687,19491.0604,,,,,,,1000000,1000000,1000000,1000000
C46H73BNO16-,N-Formyl-boromycin,4868.52262,9734.0234,9735.0307,9736.0380,9758.0297,19469.0541,19471.0687,19493.0604,,,,,,,1000000,1000000,1000000,1000000
C46H30FeN3O14,Ferroverdin C,4869.02262,9735.0234,9736.0307,9737.0380,9759.0297,19471.0541,19473.0687,19495.0604,,,,,,,1000000,1000000,1000000,1000000
C48H74O16,22-Hydroxyavermectin B2a; 22-Hydroxy C07,4869.52262,9736.0234,9737.0307,9738.0380,9760.0297,19473.0541,19475.0687,19497.0604,,,,,,,1000000,1000000,1000000,1000000
C52H74O13,Adonixanthin diglucoside,4870.02262,9737.0234,9738.0307,9739.0380,9761.0297,19475.0541,19477.0687,19499.0604,,,,,,,1000000,1000000,1000000,1000000
C47H86O16,GGL-3,4870.52262,9738.0234,9739.0307,9740.0380,9762.0297,19477.0541,19479.0687,19501.0604,,,,,,,1000000,1000000,1000000,1000000
C47H86O16,"6""-Acetyl-1,6'-diacyl-glycero-alpha-gluc",4871.02262,9739.0234,9740.0307,9741.0380,9763.0297,19479.0541,19481.0687,19503.0604,,,,,,,1000000,1000000,1000000,1000000
C49H54ClN5O10,Pepticinnamin-E,4871.52262,9740.0234,9741.0307,9742.0380,9764.0297,19481.0541,19483.0687,19505.0604,,,,,,,1000000,1000000,1000000,1000000
C40H65N11O11S,N-Deoxyalbopeptin B,4872.02262,9741.0234,9742.0307,9743.0380,9765.0297,19483.0541,19485.0687,19507.0604,,,,,,,1000000,1000000,1000000,1000000
C44H77N9O9S,Chandramycin,4872.52262,9742.0234,9743.0307,9744.0380,9766.0297,19485.0541,19487.0687,19509.0604,,,,,,,1000000,1000000,1000000,1000000
C50H85NO13,Dunaimycin-D3S,4873.02262,9743.0234,9744.0307,9745.0380,9767.0297,19487.0541,19489.0687,19511.0604,,,,,,,1000000,1000000,1000000,1000000
C55H72MgN4O6,Bacteriochlorophyll b,4873.52262,9744.0234,9745.0307,9746.0380,9768.0297,19489.0541,19491.0687,19513.0604,,,,,,,1000000,1000000,1000000,1000000
C55H72MgN4O6,Bacteriochlorophyll a,4874.02262,9745.0234,9746.0307,9747.0380,9769.0297,19491.0541,19493.0687,19515.0604,,,,,,,1000000,1000000,1000000,1000000
C47H59NO17,Altromycin D,4874.52262,9746.0234,9747.0307,9748.0380,9770.0297,19493.0541,19495.0687,19517.0604,,,,,,,1000000,1000000,1000000,1000000
C47H59NO17,Altromycin-F,4875.02262,9747.0234,9748.0307,9749.0380,9771.0297,19495.0541,19497.0687,19519.0604,,,,,,,1000000,1000000,1000000,1000000
C49H67NO15,Ganefromycin-d3,4875.52262,9748.0234,9749.0307,9750.0380,9772.0297,19497.0541,19499.0687,19521.0604,,,,,,,1000000,1000000,1000000,1000000
C49H67NO15,Ganefromycin-d4,4876.02262,9749.0234,9750.0307,9751.0380,9773.0297,19499.0541,19501.0687,19523.0604,,,,,,,1000000,1000000,1000000,1000000
C47H75NO16,Nystatin A2; Polyfungin-A2,4876.52262,9750.0234,9751.0307,9752.0380,9774.0297,19501.0541,19503.0687,19525.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82N2O14,Chimeramycin A; PTL-448,4877.02262,9751.0234,9752.0307,9753.0380,9775.0297,19503.0541,19505.0687,19527.0604,,,,,,,1000000,1000000,1000000,1000000
C43H78N10O11,LI-F08a,4877.52262,9752.0234,9753.0307,9754.0380,9776.0297,19505.0541,19507.0687,19529.0604,,,,,,,1000000,1000000,1000000,1000000
C43H78N10O11,LI-F05b,4878.02262,9753.0234,9754.0307,9755.0380,9777.0297,19507.0541,19509.0687,19531.0604,,,,,,,1000000,1000000,1000000,1000000
C43H78N10O11,LI-F06a,4878.52262,9754.0234,9755.0307,9756.0380,9778.0297,19509.0541,19511.0687,19533.0604,,,,,,,1000000,1000000,1000000,1000000
C43H78N10O11,LI-F06b,4879.02262,9755.0234,9756.0307,9757.0380,9779.0297,19511.0541,19513.0687,19535.0604,,,,,,,1000000,1000000,1000000,1000000
C43H78N10O11,LI-F08a,4879.52262,9756.0234,9757.0307,9758.0380,9780.0297,19513.0541,19515.0687,19537.0604,,,,,,,1000000,1000000,1000000,1000000
C59H90O7,Thermocryptoxanthin-13; C1-13,4880.02262,9757.0234,9758.0307,9759.0380,9781.0297,19515.0541,19517.0687,19539.0604,,,,,,,1000000,1000000,1000000,1000000
C46H57NO18,Altromycin-A,4880.52262,9758.0234,9759.0307,9760.0380,9782.0297,19517.0541,19519.0687,19541.0604,,,,,,,1000000,1000000,1000000,1000000
C45H65N7O13,Arylomycin B7,4881.02262,9759.0234,9760.0307,9761.0380,9783.0297,19519.0541,19521.0687,19543.0604,,,,,,,1000000,1000000,1000000,1000000
C49H85NO14,Ossamycin; NK-154183B,4881.52262,9760.0234,9761.0307,9762.0380,9784.0297,19521.0541,19523.0687,19545.0604,,,,,,,1000000,1000000,1000000,1000000
C50H81N5O10,"Mycobactin (20,DB)",4882.02262,9761.0234,9762.0307,9763.0380,9785.0297,19523.0541,19525.0687,19547.0604,,,,,,,1000000,1000000,1000000,1000000
C42H56O22,Trioxacarcin F,4882.52262,9762.0234,9763.0307,9764.0380,9786.0297,19525.0541,19527.0687,19549.0604,,,,,,,1000000,1000000,1000000,1000000
C49H56N2O15,JBIR-93,4883.02262,9763.0234,9764.0307,9765.0380,9787.0297,19527.0541,19529.0687,19551.0604,,,,,,,1000000,1000000,1000000,1000000
C36H56N12O14S,SQ 28517,4883.52262,9764.0234,9765.0307,9766.0380,9788.0297,19529.0541,19531.0687,19553.0604,,,,,,,1000000,1000000,1000000,1000000
C48H68N2O15,Cytorhodin X,4884.02262,9765.0234,9766.0307,9767.0380,9789.0297,19531.0541,19533.0687,19555.0604,,,,,,,1000000,1000000,1000000,1000000
C40H68N10O14,Macromomycin; NSC-170105,4884.52262,9766.0234,9767.0307,9768.0380,9790.0297,19533.0541,19535.0687,19557.0604,,,,,,,1000000,1000000,1000000,1000000
C36H55N11O15S,SQ 28516,4885.02262,9767.0234,9768.0307,9769.0380,9791.0297,19535.0541,19537.0687,19559.0604,,,,,,,1000000,1000000,1000000,1000000
C51H79NO13,Rapamycin; AY 22989; SIIA 9268A,4885.52262,9768.0234,9769.0307,9770.0380,9792.0297,19537.0541,19539.0687,19561.0604,,,,,,,1000000,1000000,1000000,1000000
C51H79NO13,19-Norrapamycin,4886.02262,9769.0234,9770.0307,9771.0380,9793.0297,19539.0541,19541.0687,19563.0604,,,,,,,1000000,1000000,1000000,1000000
C47H79N9O9,Circulocin beta,4886.52262,9770.0234,9771.0307,9772.0380,9794.0297,19541.0541,19543.0687,19565.0604,,,,,,,1000000,1000000,1000000,1000000
C50H83N5O10,Mycobactin (20),4887.02262,9771.0234,9772.0307,9773.0380,9795.0297,19543.0541,19545.0687,19567.0604,,,,,,,1000000,1000000,1000000,1000000
C46H58O19,BA-12100-E,4887.52262,9772.0234,9773.0307,9774.0380,9796.0297,19545.0541,19547.0687,19569.0604,,,,,,,1000000,1000000,1000000,1000000
C46H58O19,BA-12100-E,4888.02262,9773.0234,9774.0307,9775.0380,9797.0297,19547.0541,19549.0687,19571.0604,,,,,,,1000000,1000000,1000000,1000000
C39H66N10O15,Preneocarzinostatin,4888.52262,9774.0234,9775.0307,9776.0380,9798.0297,19549.0541,19551.0687,19573.0604,,,,,,,1000000,1000000,1000000,1000000
C39H66N10O15,Neocarzinostatin; Dechromoneocarzinostat,4889.02262,9775.0234,9776.0307,9777.0380,9799.0297,19551.0541,19553.0687,19575.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O16,38295; CP-38295; Etheromycin; C-20-12; T,4889.52262,9776.0234,9777.0307,9778.0380,9800.0297,19553.0541,19555.0687,19577.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O16,Septamycin; C-5780; A-28695-A,4890.02262,9777.0234,9778.0307,9779.0380,9801.0297,19555.0541,19557.0687,19579.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O16,Cytovaricin B,4890.52262,9778.0234,9779.0307,9780.0380,9802.0297,19557.0541,19559.0687,19581.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O16,SF-2361,4891.02262,9779.0234,9780.0307,9781.0380,9803.0297,19559.0541,19561.0687,19583.0604,,,,,,,1000000,1000000,1000000,1000000
C37H61N11O16,Muraymycin C3; AA-896-C3,4891.52262,9780.0234,9781.0307,9782.0380,9804.0297,19561.0541,19563.0687,19585.0604,,,,,,,1000000,1000000,1000000,1000000
C37H61N11O16,Muraymycin D2; AA-896-D2,4892.02262,9781.0234,9782.0307,9783.0380,9805.0297,19563.0541,19565.0687,19587.0604,,,,,,,1000000,1000000,1000000,1000000
C41H65N5O18,Liposidomycin-X-(III),4892.52262,9782.0234,9783.0307,9784.0380,9806.0297,19565.0541,19567.0687,19589.0604,,,,,,,1000000,1000000,1000000,1000000
C49H73NO15,Triacyl-TAN-1313,4893.02262,9783.0234,9784.0307,9785.0380,9807.0297,19567.0541,19569.0687,19591.0604,,,,,,,1000000,1000000,1000000,1000000
C46H77NO17,Angolamycin; Shincomycin-A; PA-148; R-49,4893.52262,9784.0234,9785.0307,9786.0380,9808.0297,19569.0541,19571.0687,19593.0604,,,,,,,1000000,1000000,1000000,1000000
C46H77NO17,Tylosin-A; Tylosin,4894.02262,9785.0234,9786.0307,9787.0380,9809.0297,19571.0541,19573.0687,19595.0604,,,,,,,1000000,1000000,1000000,1000000
C45H73N9O11,L-31B,4894.52262,9786.0234,9787.0307,9788.0380,9810.0297,19573.0541,19575.0687,19597.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O17,X 14868A; Maduramicin; Maduramicin alpha,4895.02262,9787.0234,9788.0307,9789.0380,9811.0297,19575.0541,19577.0687,19599.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O17,X 14868D; (28S)-Maduramicin alpha,4895.52262,9788.0234,9789.0307,9790.0380,9812.0297,19577.0541,19579.0687,19601.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O17,CP-96797,4896.02262,9789.0234,9790.0307,9791.0380,9813.0297,19579.0541,19581.0687,19603.0604,,,,,,,1000000,1000000,1000000,1000000
C50H92O14,Glucolipsin-A,4896.52262,9790.0234,9791.0307,9792.0380,9814.0297,19581.0541,19583.0687,19605.0604,,,,,,,1000000,1000000,1000000,1000000
C46H79NO17,Tylosin-D; LL-AM-684beta; Relomycin; 20-,4897.02262,9791.0234,9792.0307,9793.0380,9815.0297,19583.0541,19585.0687,19607.0604,,,,,,,1000000,1000000,1000000,1000000
C46H79NO17,18-Dihydro-angolamycin,4897.52262,9792.0234,9793.0307,9794.0380,9816.0297,19585.0541,19587.0687,19609.0604,,,,,,,1000000,1000000,1000000,1000000
C40H66N6O18,Glysperin B; BU 2349B,4898.02262,9793.0234,9794.0307,9795.0380,9817.0297,19587.0541,19589.0687,19611.0604,,,,,,,1000000,1000000,1000000,1000000
C46H82N2O16,Megalomicin-B; W-847-B; XK-41-B1,4898.52262,9794.0234,9795.0307,9796.0380,9818.0297,19589.0541,19591.0687,19613.0604,,,,,,,1000000,1000000,1000000,1000000
C36H61N3O24,,4899.02262,9795.0234,9796.0307,9797.0380,9819.0297,19591.0541,19593.0687,19615.0604,,,,,,,1000000,1000000,1000000,1000000
C47H75BNO16-,N-Acetyl-boromycin,4899.52262,9796.0234,9797.0307,9798.0380,9820.0297,19593.0541,19595.0687,19617.0604,,,,,,,1000000,1000000,1000000,1000000
C46H81NO17,"9,20-Tetrahydrotylosin; S-2",4900.02262,9797.0234,9798.0307,9799.0380,9821.0297,19595.0541,19597.0687,19619.0604,,,,,,,1000000,1000000,1000000,1000000
C43H53N6NiO13+,F-430,4900.52262,9798.0234,9799.0307,9800.0380,9822.0297,19597.0541,19599.0687,19621.0604,,,,,,,1000000,1000000,1000000,1000000
C50H64O16,Deschlorothricin,4901.02262,9799.0234,9800.0307,9801.0380,9823.0297,19599.0541,19601.0687,19623.0604,,,,,,,1000000,1000000,1000000,1000000
C49H76O16,22-Hydroxyavermectin A2a; 22-Hydroxy C07,4901.52262,9800.0234,9801.0307,9802.0380,9824.0297,19601.0541,19603.0687,19625.0604,,,,,,,1000000,1000000,1000000,1000000
C47H71NO17,Mycoheptin; Micoheptin,4902.02262,9801.0234,9802.0307,9803.0380,9825.0297,19603.0541,19605.0687,19627.0604,,,,,,,1000000,1000000,1000000,1000000
C47H71NO17,Mycoheptin,4902.52262,9802.0234,9803.0307,9804.0380,9826.0297,19605.0541,19607.0687,19629.0604,,,,,,,1000000,1000000,1000000,1000000
C47H71NO17,Candicidin; Candicidin-A2; NSC-94219; Ca,4903.02262,9803.0234,9804.0307,9805.0380,9827.0297,19607.0541,19609.0687,19631.0604,,,,,,,1000000,1000000,1000000,1000000
C46H46ClN7O12,Cochinmicin-II,4903.52262,9804.0234,9805.0307,9806.0380,9828.0297,19609.0541,19611.0687,19633.0604,,,,,,,1000000,1000000,1000000,1000000
C46H46ClN7O12,Cochinmicin-III,4904.02262,9805.0234,9806.0307,9807.0380,9829.0297,19611.0541,19613.0687,19635.0604,,,,,,,1000000,1000000,1000000,1000000
C50H69NO15,Elfamycin antibiotic 7,4904.52262,9806.0234,9807.0307,9808.0380,9830.0297,19613.0541,19615.0687,19637.0604,,,,,,,1000000,1000000,1000000,1000000
C50H69NO15,Elfamycin antibiotic 10,4905.02262,9807.0234,9808.0307,9809.0380,9831.0297,19615.0541,19617.0687,19639.0604,,,,,,,1000000,1000000,1000000,1000000
C47H73NO17,Amphotericin B; Fungizone; HA-516-B,4905.52262,9808.0234,9809.0307,9810.0380,9832.0297,19617.0541,19619.0687,19641.0604,,,,,,,1000000,1000000,1000000,1000000
C45H48O21,Hibarimicinone,4906.02262,9809.0234,9810.0307,9811.0380,9833.0297,19619.0541,19621.0687,19643.0604,,,,,,,1000000,1000000,1000000,1000000
C44H80N10O11,LI-F08b,4906.52262,9810.0234,9811.0307,9812.0380,9834.0297,19621.0541,19623.0687,19645.0604,,,,,,,1000000,1000000,1000000,1000000
C47H59NO18,Altromycin B,4907.02262,9811.0234,9812.0307,9813.0380,9835.0297,19623.0541,19625.0687,19647.0604,,,,,,,1000000,1000000,1000000,1000000
C42H63N5O18,Liposidomycin-Y-(III),4907.52262,9812.0234,9813.0307,9814.0380,9836.0297,19625.0541,19627.0687,19649.0604,,,,,,,1000000,1000000,1000000,1000000
C47H75NO17,Nystatin; Nystatin-A1; Fungicidin; Mycos,4908.02262,9813.0234,9814.0307,9815.0380,9837.0297,19627.0541,19629.0687,19651.0604,,,,,,,1000000,1000000,1000000,1000000
C47H75NO17,Amphotericin A,4908.52262,9814.0234,9815.0307,9816.0380,9838.0297,19629.0541,19631.0687,19653.0604,,,,,,,1000000,1000000,1000000,1000000
C50H87NO14,Dunaimycin-D2S,4909.02262,9815.0234,9816.0307,9817.0380,9839.0297,19631.0541,19633.0687,19655.0604,,,,,,,1000000,1000000,1000000,1000000
C46H54O20,HMP-Y1,4909.52262,9816.0234,9817.0307,9818.0380,9840.0297,19633.0541,19635.0687,19657.0604,,,,,,,1000000,1000000,1000000,1000000
C47H62N2O17,G0041-3c,4910.02262,9817.0234,9818.0307,9819.0380,9841.0297,19635.0541,19637.0687,19659.0604,,,,,,,1000000,1000000,1000000,1000000
C47H78N2O16,Shengjimycin IIIB,4910.52262,9818.0234,9819.0307,9820.0380,9842.0297,19637.0541,19639.0687,19661.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82N2O15,"Shengjimycin VI; Shengjimycin E; 4""-Isov",4911.02262,9819.0234,9820.0307,9821.0380,9843.0297,19639.0541,19641.0687,19663.0604,,,,,,,1000000,1000000,1000000,1000000
C59H90O8,Thermozeaxanthin-13; Zeaxanthin mono-bet,4911.52262,9820.0234,9821.0307,9822.0380,9844.0297,19641.0541,19643.0687,19665.0604,,,,,,,1000000,1000000,1000000,1000000
C36H53N11O18,Alterobactin-A,4912.02262,9821.0234,9822.0307,9823.0380,9845.0297,19643.0541,19645.0687,19667.0604,,,,,,,1000000,1000000,1000000,1000000
C42H65N5O18,Liposidomycin-Z-(III),4912.52262,9822.0234,9823.0307,9824.0380,9846.0297,19645.0541,19647.0687,19669.0604,,,,,,,1000000,1000000,1000000,1000000
C47H60O19,BA-12100-C,4913.02262,9823.0234,9824.0307,9825.0380,9847.0297,19647.0541,19649.0687,19671.0604,,,,,,,1000000,1000000,1000000,1000000
C47H60O19,BA-12100-C,4913.52262,9824.0234,9825.0307,9826.0380,9848.0297,19649.0541,19651.0687,19673.0604,,,,,,,1000000,1000000,1000000,1000000
C45H65CoN4O13+,Cobyrinic acid,4914.02262,9825.0234,9826.0307,9827.0380,9849.0297,19651.0541,19653.0687,19675.0604,,,,,,,1000000,1000000,1000000,1000000
C49H60N4O14,Chromoxymycin,4914.52262,9826.0234,9827.0307,9828.0380,9850.0297,19653.0541,19655.0687,19677.0604,,,,,,,1000000,1000000,1000000,1000000
C48H68N2O16,Cytorhodin Y,4915.02262,9827.0234,9828.0307,9829.0380,9851.0297,19655.0541,19657.0687,19679.0604,,,,,,,1000000,1000000,1000000,1000000
C38H63N11O16,Muraymycin D1; AA-896-D1,4915.52262,9828.0234,9829.0307,9830.0380,9852.0297,19657.0541,19659.0687,19681.0604,,,,,,,1000000,1000000,1000000,1000000
C42H67N5O18,Liposidomycin-C-(III),4916.02262,9829.0234,9830.0307,9831.0380,9853.0297,19659.0541,19661.0687,19683.0604,,,,,,,1000000,1000000,1000000,1000000
C42H67N5O18,Liposidomycin-B-(III),4916.52262,9830.0234,9831.0307,9832.0380,9854.0297,19661.0541,19663.0687,19685.0604,,,,,,,1000000,1000000,1000000,1000000
C47H79N9O10,Circulocin alpha,4917.02262,9831.0234,9832.0307,9833.0380,9855.0297,19663.0541,19665.0687,19687.0604,,,,,,,1000000,1000000,1000000,1000000
C41H91N11O12,Gavaserin,4917.52262,9832.0234,9833.0307,9834.0380,9856.0297,19665.0541,19667.0687,19689.0604,,,,,,,1000000,1000000,1000000,1000000
C50H95N3O12,Primycin B1,4918.02262,9833.0234,9834.0307,9835.0380,9857.0297,19667.0541,19669.0687,19691.0604,,,,,,,1000000,1000000,1000000,1000000
C45H70N8O13,SEK-1005,4918.52262,9834.0234,9835.0307,9836.0380,9858.0297,19669.0541,19671.0687,19693.0604,,,,,,,1000000,1000000,1000000,1000000
C45H74N10O11,LI-F07a,4919.02262,9835.0234,9836.0307,9837.0380,9859.0297,19671.0541,19673.0687,19695.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O17,X 14868B,4919.52262,9836.0234,9837.0307,9838.0380,9860.0297,19673.0541,19675.0687,19697.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O17,27-Hydroxyseptamycin; A-28695-B,4920.02262,9837.0234,9838.0307,9839.0380,9861.0297,19675.0541,19677.0687,19699.0604,,,,,,,1000000,1000000,1000000,1000000
